,,,,,,,,,
$285.87,Payment Received,PayPal Fee,Postage,Other Costs,,,,DVD Cost:,1
7/9/2015,$3.25,-$0.39,-$2.22,,North Country,,-$0.36,,
7/9/2015,$3.75,-$0.41,-$2.22,,Man of the House,,$0.12,,
7/11/2015,,$0.00,,-$25.00,Purchased DVDs,,-$26.00,,
7/13/2015,$5.50,-$0.46,-$2.13,,Jurassic Park,,$1.91,,
7/13/2015,$3.20,-$0.39,-$2.13,,Hostel,,-$0.32,,
7/13/2015,$3.25,-$0.39,-$2.22,,South Park,,-$0.36,,
7/16/2015,$3.95,-$0.41,-$2.22,,Blow,,$0.32,,
7/16/2015,$3.20,-$0.39,-$2.13,,Catwoman,,-$0.32,,
7/19/2015,$5.25,-$0.45,-$2.72,,The Millionaire Next Door,,$1.08,,
7/19/2015,$3.25,-$0.39,-$2.13,,Wedding Crashers,,-$0.27,,
7/19/2015,$3.25,-$0.39,-$2.13,,Dreamgirls,,-$0.27,,
7/20/2015,$3.75,-$0.41,-$2.13,,A Knight's Tale,,$0.21,,
7/20/2015,,$0.00,,-$40.24,eBay Fees,,-$41.24,,
7/21/2015,$3.90,-$0.41,-$2.13,,The Big Wedding,,$0.36,,
7/21/2015,$3.35,-$0.40,-$2.13,,Romeo Must Die,,-$0.18,,
7/21/2015,$3.50,-$0.40,-$2.13,,Fallen,,-$0.03,,
7/21/2015,$3.20,-$0.39,-$2.22,,Harry Potter and the Order of the Phoenix,,-$0.41,,
7/21/2015,$4.50,-$0.43,-$2.71,,Sons of Anarchy Season 1,,$0.36,,
7/22/2015,$5.75,-$0.47,-$2.22,,Much Ado About Nothing,,$2.06,,
7/22/2015,$3.20,-$0.39,-$2.22,,Fool's Gold,,-$0.41,,
7/23/2015,$4.20,-$0.42,-$2.13,,Annie,,$0.65,,
7/23/2015,$3.00,-$0.39,-$2.22,,Lara Croft: Tomb Raider,,-$0.61,,
7/23/2015,$4.00,-$0.42,-$2.13,,,,$0.45,,
7/24/2015,$3.35,-$0.40,-$2.22,,The Mummy,,-$0.27,,
7/24/2015,$3.20,-$0.39,-$2.13,,Redneck Comedy Roundup 2,,-$0.32,,
7/24/2015,$3.20,-$0.39,-$2.22,,Good Luck Chuck,,-$0.41,,
7/24/2015,$3.25,-$0.39,-$2.13,,Capote,,-$0.27,,
7/25/2015,$4.00,-$0.42,-$2.71,,How I Met Your Mother Season 1,,-$0.13,,
7/25/2015,$5.00,-$0.45,-$2.13,,The Sandlot,,$1.43,,
7/25/2015,,$0.00,,-$20.00,Purchased DVDs,,-$21.00,,
7/27/2015,$3.75,-$0.41,,,,,$2.34,,
7/27/2015,$3.50,-$0.40,,,Rain Man,,$2.10,,
7/27/2015,$3.60,-$0.40,,,A Beautiful Mind,,$2.20,,
7/27/2015,$4.25,-$0.42,,,Sweet Home Alabama,,$2.83,,
7/27/2015,$3.70,-$0.41,,,Excalibur,,$2.29,,
7/28/2015,$3.20,-$0.39,-$2.13,,Sideways,,-$0.32,,
7/28/2015,$4.00,-$0.42,-$2.22,,The Godfather,,$0.36,,
7/29/2015,$6.00,-$0.47,-$2.22,,Gone with the Wind,,$2.31,,
7/29/2015,$4.50,-$0.43,-$2.13,,The Thin Man,,$0.94,,
7/29/2015,$3.50,-$0.40,-$2.53,,Forrest Gump,,-$0.43,,
7/31/2015,$3.94,-$0.41,-$2.13,,12 Monkeys,,$0.40,,
7/31/2015,,$0.00,,-$7.75,Purchased Printer Ink Cartidges,,-$8.75,,
8/3/2015,$3.50,-$0.40,-$2.37,,Gangs of New York,,-$0.27,,
8/3/2015,$3.20,-$0.39,-$2.22,,Flight of the Phoenix,,-$0.41,,
8/3/2015,$4.95,-$0.44,-$2.22,,A League of Their Own,,$1.29,,
8/3/2015,$3.90,-$0.41,-$2.22,,The Skeleton Key,,$0.27,,
8/3/2015,$4.70,-$0.44,-$2.13,,Stand By Me,,$1.13,,
8/3/2015,$4.00,-$0.42,-$2.22,,Frequency,,$0.36,,
8/3/2015,$8.95,-$0.56,-$3.63,,"The Messengers
Cabin Fever
An American Haunting",,$3.76,,
8/3/2015,$3.95,-$0.41,-$2.22,,Men of Honor,,$0.32,,
8/3/2015,$4.40,-$0.43,-$2.13,,Little Women,,$0.84,,
8/3/2015,$3.95,-$0.41,-$2.71,,Pearl Harbor,,-$0.17,,
8/5/2015,$3.50,-$0.40,-$2.22,,A Lot Like Love,,-$0.12,,
8/5/2015,$3.90,-$0.41,-$2.22,,The Fifth Element,,$0.27,,
8/5/2015,$5.25,-$0.45,-$2.89,,Tombstone,,$0.91,,
8/8/2015,$3.20,-$0.39,-$2.22,,Road Trip,,-$0.41,,
8/8/2015,$3.20,-$0.39,-$2.22,,American Gangster,,-$0.41,,
8/8/2015,$13.00,-$0.68,-$2.35,,Great Balls of Fire,,$8.97,,
8/10/2015,$3.75,-$0.41,-$2.35,,Flyboys,,-$0.01,,
8/10/2015,$3.20,-$0.39,-$2.35,,Taking Lives,,-$0.54,,
8/10/2015,$3.65,-$0.41,-$2.22,,The Mummy: tomb of the Dragon Emperor,,$0.02,,
8/10/2015,$3.20,-$0.39,-$2.22,,Windtalkers,,-$0.41,,
8/11/2015,$5.00,-$0.45,-$2.22,,The Woodsman,,$1.34,,
8/11/2015,$4.50,-$0.43,-$2.22,,Clockers,,$0.85,,
8/12/2015,,,,-$30.00,Purchased DVDs,,,,
8/12/2015,$3.20,-$0.39,-$2.22,,Pitch Black,,-$0.41,,
8/13/2015,$7.00,-$0.50,-$2.13,,Nighthawks,,$3.37,,
8/13/2015,$15.00,-$0.74,-$2.22,-$17.49,Newhart Season 2,,-$6.45,,
8/15/2015,$8.00,-$0.53,-$2.89,-$9.66,The Bob Newhart Show Season 3,,-$6.08,,
8/15/2015,$4.75,-$0.44,-$2.22,,Labyrinth,,$1.09,,
8/15/2015,$3.90,-$0.41,-$2.22,,Sweeney Todd,,$0.27,,
8/15/2015,$4.75,-$0.44,-$2.35,,Thundercats Season 1 Vol 1 Discs 5 & 6,,$0.96,,
8/17/2015,$4.50,-$0.43,-$2.35,,Hot Shots / Hot Shots 2,,$0.72,,
8/17/2015,$3.75,-$0.41,-$2.22,,War,,$0.12,,
8/17/2015,$3.20,-$0.39,-$2.22,,Tropic Thunder,,-$0.41,,
8/18/2015,$4.25,-$0.42,-$2.22,,Being John Malcovich,,$0.61,,
8/19/2015,$3.90,-$0.41,-$2.13,,V for Vendetta,,$0.36,,
8/19/2015,$4.40,-$0.43,-$2.13,,Bambi II,,$0.84,,
8/20/2015,,$0.00,,-$46.87,eBay Fees,,-$47.87,,
8/20/2015,$3.70,-$0.41,-$2.13,,27 Dresses,,$0.16,,
8/21/2015,$3.95,-$0.41,-$2.13,,Nacho Libre,,$0.41,,
8/21/2015,$3.75,-$0.41,-$2.22,,Seabiscuit,,$0.12,,
8/24/2015,$32.00,-$1.23,-$3.74,-$37.33,"Moon Knight Collection (Vol 5, #1-12)",,-$11.30,,
8/24/2015,$5.40,-$0.46,-$2.13,,Mystery Men,,$1.81,,
8/24/2015,$3.95,-$0.41,-$2.22,,The Pledge,,$0.32,,
8/24/2015,$4.00,-$0.42,-$2.22,,Young Einstein,,$0.36,,
8/26/2015,$4.75,-$0.44,-$2.22,,Madea's Family Reunion,,$1.09,,
8/26/2015,$3.75,-$0.41,-$2.22,,The Count of Monte Cristo,,$0.12,,
8/28/2015,$3.70,-$0.41,-$2.22,,Gone with the Wind,,$0.07,,
8/29/2015,$3.75,-$0.41,-$2.22,,Invincible Iron Man,,$0.12,,
8/29/2015,,$0.00,,-$20.00,Purchased DVDs,,-$21.00,,
8/29/2015,,$0.00,,$82.50,"Sold DVDs 
Instant Replay, 407-282-7008, $1",,$81.50,,
8/30/2015,$3.90,-$0.41,-$2.89,,Magnolia,,-$0.40,,
8/30/2015,$3.70,-$0.41,-$2.13,,Cradle 2 The Grave,,$0.16,,
9/1/2015,$4.40,-$0.43,-$2.22,,Eddie Izzard: Dress to Kill,,$0.75,,
9/1/2015,$4.50,-$0.43,-$2.13,,Once,,$0.94,,
9/5/2015,$5.25,-$0.45,-$2.22,,James Taylor - Live at the Beacon Theater,,$1.58,,
9/5/2015,$3.20,-$0.39,-$2.13,,Four Brothers,,-$0.32,,
9/5/2015,,$0.00,,-$4.00,Purchased DVDs,,-$5.00,,
9/7/2015,$14.00,-$0.71,-$2.04,,Alien Geocoin,,$10.25,,
9/7/2015,$3.80,-$0.41,-$2.22,,Friday the 13th,,$0.17,,
9/7/2015,$4.60,-$0.43,-$2.22,,McClintock,,$0.95,,
9/9/2015,$3.70,-$0.41,-$2.22,,Children of Men,,$0.07,,
9/10/2015,$6.50,-$0.49,-$2.13,,Eyes Wide Shut,,$2.88,,
9/10/2015,$4.25,-$0.42,-$2.13,,The Fighter,,$0.70,,
9/10/2015,$3.95,-$0.41,-$2.22,,8 Heads in a Duffel Bag,,$0.32,,
9/12/2015,$7.00,-$0.50,-$2.13,,Cocoon 2: The Return,,$3.37,,
9/12/2015,$4.50,-$0.43,-$2.13,,Short Circuit,,$0.94,,
9/12/2015,$5.00,-$0.45,-$2.22,,Misery,,$1.34,,
9/12/2015,$3.75,-$0.41,-$2.22,,The Family Man,,$0.12,,
9/14/2015,$8.00,-$0.53,-$2.89,,Carnivale Season Two,,$3.58,,
9/14/2015,$3.90,-$0.41,-$2.13,,Knowing,,$0.36,,
9/14/2015,$3.90,-$0.41,-$2.22,,Stargate,,$0.27,,
9/14/2015,$3.90,-$0.41,-$2.22,,The Life of David Gale,,$0.27,,
9/15/2015,$3.75,-$0.41,-$2.13,,13 Going on 30,,$0.21,,
9/15/2015,$6.00,-$0.47,-$2.22,,The Ultimate Gift,,$2.31,,
9/15/2015,$4.50,-$0.43,-$2.22,,Sweet Home Alabama,,$0.85,,
9/15/2015,$4.95,-$0.44,-$2.34,,Rosemary's Baby,,$1.17,,
9/15/2015,$3.90,-$0.41,-$2.22,,Clear and Present Danger,,$0.27,,
9/15/2015,$4.75,-$0.44,-$2.22,,Crazy in Alabama,,$1.09,,
9/17/2015,$7.50,-$0.52,-$2.71,,NewsRadio Season 5,,$3.27,,
9/17/2015,$3.75,-$0.41,-$2.22,,The Mothman Prophecies,,$0.12,,
9/18/2015,$3.85,-$0.41,-$2.13,,Godzilla,,$0.31,,
9/18/2015,,$0.00,,-$225.00,Purchased DVDs,,-$226.00,,
9/19/2015,$3.90,-$0.41,-$2.22,,My Sister's Keeper,,$0.27,,
9/19/2015,$4.75,-$0.44,-$2.13,,A Good Year,,$1.18,,
9/19/2015,$4.50,-$0.43,-$2.13,,Johnny Suede,,$0.94,,
9/19/2015,,$0.00,,$45.50,"Sold DVDs
Godfather Pawn, $0.50 each",,$44.50,,
9/19/2015,,$0.00,,-$41.40,eBay Fees,,-$42.40,,
9/20/2015,$7.00,-$0.50,-$2.22,,Do the Right Thing,,$3.28,,
9/20/2015,$4.75,-$0.44,-$2.04,,The Campaign,,$1.27,,
9/20/2015,$3.70,-$0.41,-$2.13,,Eagle Eye,,$0.16,,
9/20/2015,$3.95,-$0.41,-$2.22,,Inventing the Abbots,,$0.32,,
9/20/2015,$3.95,-$0.41,-$2.22,,The Incredible Hulk,,$0.32,,
9/20/2015,$4.75,-$0.44,-$2.22,,Coyote Ugly,,$1.09,,
9/21/2015,$5.00,-$0.45,-$2.22,,Comedian,,$1.34,,
9/21/2015,$4.50,-$0.43,-$2.22,,Stargate: The Ark of Truth,,$0.85,,
9/21/2015,$4.50,-$0.43,-$2.35,,Malcom X,,$0.72,,
9/21/2015,$3.95,-$0.41,-$2.22,,Platoon,,$0.32,,
9/24/2015,$3.95,-$0.41,-$2.22,,2 Fast 2 Furious,,$0.32,,
9/24/2015,$3.90,-$0.41,-$2.22,,The Fast and the Furious,,$0.27,,
9/25/2015,$3.85,-$0.41,-$2.13,,The Marine,,$0.31,,
9/25/2015,$5.45,-$0.46,-$2.13,,Secondhand Lions,,$1.86,,
9/26/2015,$4.75,-$0.44,-$2.22,,The Paperboy,,$1.09,,
9/26/2015,$17.50,-$0.81,-$2.89,,"Ghost Ship
Apt Pupil",,$12.80,,
9/27/2015,$3.95,-$0.41,-$2.22,,Star Trek,,$0.32,,
9/27/2015,$7.50,-$0.52,-$2.22,,Barbarella,,$3.76,,
9/27/2015,$4.25,-$0.42,-$2.22,,Friday the 13th,,$0.61,,
9/27/2015,$3.95,-$0.41,-$2.22,,Quantum of Solace,,$0.32,,
9/27/2015,$4.15,-$0.42,-$2.22,,Groundhog Day,,$0.51,,
9/28/2015,$3.75,-$0.41,-$2.22,,Spanglish,,$0.12,,
9/28/2015,$4.25,-$0.42,-$2.13,,Confessions of a Shopaholic,,$0.70,,
9/28/2015,$4.75,-$0.44,-$2.35,,"Friday the 13th, Part 3",,$0.96,,
9/29/2015,$3.95,-$0.41,-$2.22,,Last Man Standing,,$0.32,,
9/29/2015,$5.00,-$0.45,-$2.22,,Some Like it Hot,,$1.34,,
9/29/2015,$4.50,-$0.43,-$2.13,,The Outsiders,,$0.94,,
9/30/2015,$4.95,-$0.44,-$2.22,,The Pianist,,$1.29,,
10/1/2015,$6.50,-$0.49,-$2.35,,The Last Temptation of the Christ,,$2.66,,
10/1/2015,$3.75,-$0.41,-$2.22,,Face/Off,,$0.12,,
10/1/2015,$15.00,-$0.74,-$2.13,,The Little Girl Who Lives Down the Lane,,$11.14,,
10/1/2015,$4.75,-$0.44,-$2.22,,Pet Sematary,,$1.09,,
10/4/2015,$3.95,-$0.41,-$2.22,,We Were Soldiers,,$0.32,,
10/4/2015,$6.00,-$0.47,-$2.53,,Thee Life Aquatic with Steve Zissou,,$2.00,,
10/4/2015,$3.95,-$0.41,-$2.13,,Serpico,,$0.41,,
10/4/2015,$3.95,-$0.41,-$2.13,,The Talented Mr. Ripley,,$0.41,,
10/4/2015,,,,-$42.70,Purchased Padded Envelopes,,,,
10/6/2015,$15.00,-$0.74,-$2.71,-$11.55,Sold OtterBox Moto X Case,,-$1.00,,
10/6/2015,$3.85,-$0.41,-$2.22,,Permanent Midnight,,$0.22,,
10/9/2015,$3.95,-$0.41,-$2.22,,Arlington Road,,$0.32,,
10/9/2015,$3.75,-$0.41,-$2.53,,The Day the Earth Stood Still,,-$0.19,,
10/9/2015,$3.85,-$0.41,-$2.53,,Man on Fire,,-$0.09,,
10/10/2015,$3.95,-$0.41,-$2.22,,Carlito's Way,,$0.32,,
10/10/2015,,,,-$10.00,Purchased DVDs,,,,
10/12/2015,$4.60,-$0.43,-$2.13,,City of Angels,,$1.04,,
10/12/2015,$4.95,-$0.44,-$2.13,,The Long Kiss Goodnight,,$1.38,,
10/12/2015,$4.50,-$0.43,-$2.13,,The Rookie,,$0.94,,
10/13/2015,$7.00,-$0.50,-$2.13,,Kentucky Fried Movie,,$3.37,,
10/13/2015,$7.00,-$0.50,-$2.22,,Terry Fator - Live From Las Vegas,,$3.28,,
10/13/2015,$6.25,-$0.48,-$2.13,,Eddie and the Cruisers / Eddie and the Cruisers 2,,$2.64,,
10/13/2015,$3.95,-$0.41,-$2.35,,Meet the Parents/Meet the Fockers,,$0.19,,
10/13/2015,$5.00,-$0.45,-$2.71,,Meet Me in St. Louis,,$0.85,,
10/13/2015,$3.95,-$0.41,-$2.22,,Platoon,,$0.32,,
10/13/2015,$3.85,-$0.41,-$2.22,,Happy Feet,,$0.22,,
10/14/2015,$3.95,-$0.41,-$2.13,,2012,,$0.41,,
10/15/2015,$3.95,-$0.41,-$2.22,,Today You Die,,$0.32,,
10/15/2015,$6.50,-$0.49,-$2.22,,The Breakfast Club,,$2.79,,
10/15/2015,$6.00,-$0.47,-$2.22,,Monty Python's Life of Brian,,$2.31,,
10/16/2015,$3.95,-$0.41,-$2.13,,The Fifth Element,,$0.41,,
10/16/2015,$3.95,-$0.41,-$2.13,,Seven,,$0.41,,
10/17/2015,$3.95,-$0.41,-$2.22,,Wild Hogs,,$0.32,,
10/17/2015,$3.75,-$0.41,-$2.22,,Wild Things,,$0.12,,
10/17/2015,$3.75,-$0.41,-$2.13,,The Brave One,,$0.21,,
10/19/2015,$4.25,-$0.42,-$2.13,,A Time to Kill,,$0.70,,
10/19/2015,$3.75,-$0.41,-$2.13,,Constantine,,$0.21,,
10/19/2015,$3.95,-$0.41,-$2.13,,Push,,$0.41,,
10/20/2015,$3.75,-$0.41,-$2.22,,Basic Instinct,,$0.12,,
10/20/2015,,$0.00,,-$44.74,eBay Fees,,-$45.74,,
10/21/2015,$3.75,-$0.41,-$2.22,,The Rundown,,$0.12,,
10/21/2015,$3.75,-$0.41,-$2.22,,The Matrix,,$0.12,,
10/21/2015,$12.00,-$0.65,,-$6.99,The Bob Newhart Show Season 4,,$3.36,,
10/21/2015,$4.50,-$0.43,-$2.13,,Edmond,,$0.94,,
10/21/2015,$3.75,-$0.41,-$2.13,,Thank You for Smoking,,$0.21,,
10/22/2015,$3.75,-$0.41,-$2.22,,Firewall,,$0.12,,
10/22/2015,$3.75,-$0.41,-$2.13,,The Happening ,,$0.21,,
10/22/2015,$3.95,-$0.41,-$2.13,,Austin Powers,,$0.41,,
10/23/2015,$4.95,-$0.44,-$2.13,,Silver Linings Playbook,,$1.38,,
10/24/2015,$6.45,-$0.49,-$2.13,,The Wolf of Wall Street,,$2.83,,
10/24/2015,$3.95,-$0.41,-$2.22,,L.A. Confidential,,$0.32,,
10/24/2015,$17.00,-$0.79,-$2.71,,Kojak Season 3,,$12.50,,
10/24/2015,$3.75,-$0.41,-$2.53,,The DaVinci Code,,-$0.19,,
10/24/2015,$4.50,-$0.43,-$2.13,,Love and Other Drugs,,$0.94,,
10/24/2015,$3.95,-$0.41,-$2.22,,Deep Impact,,$0.32,,
10/25/2015,$3.75,-$0.41,-$2.22,,Righteous Kill,,$0.12,,
10/25/2015,$3.95,-$0.41,-$2.13,,The Happening,,$0.41,,
10/25/2015,$4.95,-$0.44,-$2.22,,Rat Race,,$1.29,,
10/26/2015,$3.75,-$0.41,-$2.22,,A Series of Unfortunate Events,,$0.12,,
10/26/2015,$4.95,-$0.44,-$2.53,,National Treasure 2,,$0.98,,
10/27/2015,$9.00,-$0.56,-$3.22,,NYPD Blue Season 2,,$4.22,,
10/27/2015,$3.75,-$0.41,-$2.13,,Heat,,$0.21,,
10/29/2015,$11.00,-$0.62,-$2.53,,Stormy Weather,,$6.85,,
10/29/2015,$15.00,-$0.74,-$3.25,,Soap Complete Series,,$10.02,,
10/30/2015,$8.50,-$0.55,-$2.22,,The Butcher's Wife,,$4.73,,
10/30/2015,,,,-$23.00,Purchased DVDs,,,,
10/31/2015,$4.75,-$0.44,-$2.22,,,,$1.09,,
10/31/2015,$4.95,-$0.44,-$2.35,,,,$1.16,,
10/31/2015,$3.75,-$0.41,-$2.13,,,,$0.21,,
11/1/2015,$4.70,-$0.44,-$2.22,,Thirteen Days,,$1.04,,
11/1/2015,$9.00,-$0.56,-$2.22,,The Bridge,,$5.22,,
11/1/2015,$5.50,-$0.46,-$2.22,,Longshot / They Went That-a-Way,,$1.82,,
11/2/2015,$3.95,-$0.41,-$2.22,,The Boondock Saints,,$0.32,,
11/3/2015,$5.50,-$0.46,-$2.22,,Breakdown,,$1.82,,
11/4/2015,$3.95,-$0.41,-$2.13,,The Man with Two Brains,,$0.41,,
11/4/2015,$3.75,-$0.41,-$2.35,,Reservoir Dogs,,-$0.01,,
11/5/2015,$3.95,-$0.41,-$2.13,,Frequency,,$0.41,,
11/5/2015,$4.45,-$0.43,-$2.22,,Back to School,,$0.80,,
11/5/2015,$4.30,-$0.42,-$2.13,,Caberet,,$0.75,,
11/6/2015,$26.00,-$1.05,-$3.22,-$20.73,Sold The Pragmatic Programmer,,$0.00,,
11/6/2015,$7.79,-$0.53,-$2.13,,Young Frankenstein,,$4.13,,
11/6/2015,$4.15,-$0.42,-$2.22,,What Dreams May Come,,$0.51,,
11/6/2015,$8.00,-$0.53,-$2.13,,The Clan of the Cave Bear,,$4.34,,
11/6/2015,$4.75,-$0.44,-$2.13,,American Hustle,,$1.18,,
,,,,-$20.00,Purchased dvds,,,,
11/7/2015,$6.25,-$0.48,-$2.35,,Mr. Murder,,$2.42,,
11/7/2015,$5.00,-$0.45,-$2.22,,Kiss of Death,,$1.34,,
11/7/2015,$12.00,-$0.65,-$2.13,,How to Succeed in Business Without Really Trying,,$8.22,,
11/8/2015,$3.85,-$0.41,-$2.22,,Munich,,$0.22,,
11/8/2015,$3.75,-$0.41,-$2.22,,Johnson Family Reunion,,$0.12,,
11/8/2015,$3.95,-$0.41,-$2.22,,V for Vendetta,,$0.32,,
11/8/2015,$3.95,-$0.41,-$2.13,,We Are Marshall,,$0.41,,
11/9/2015,$4.25,-$0.42,-$2.22,,Tristam Shandy: A Cock and Bull Story,,$0.61,,
11/9/2015,$15.00,-$0.74,-$2.22,-$8.50,Newhart Season Three,,$2.55,,
11/9/2015,$15.00,-$0.74,-$5.20,,Sold: adidas Athletic Pant,,$8.07,,
11/9/2015,$3.75,-$0.41,-$2.22,,Lady in the Water,,$0.12,,
11/9/2015,$4.25,-$0.42,-$2.22,,The Big Wheel,,$0.61,,
11/11/2015,$4.50,-$0.43,-$2.13,,State and Main ,,$0.94,,
11/11/2015,$5.00,-$0.45,-$2.13,,Moulin Rouge,,$1.43,,
11/12/2015,$3.75,-$0.41,-$2.13,,Titanic,,$0.21,,
11/12/2015,$5.20,-$0.45,-$2.71,,Once Upon a Time in America,,$1.04,,
11/12/2015,$3.95,-$0.41,-$2.22,,Van Helsing,,$0.32,,
11/12/2015,,$0.00,,-$19.40,Purchased packing tape,,-$20.40,,
11/14/2015,$3.90,-$0.41,-$2.22,,L.A. Confidential,,$0.27,,
11/14/2015,$3.75,-$0.41,-$2.22,,The Aviator,,$0.12,,
11/14/2015,$7.00,-$0.50,-$2.13,,The Music Man,,$3.37,,
,,,,-$40.00,Purchased DVDs,,,,
11/15/2015,$3.95,-$0.41,-$2.13,,Four Christmases,,$0.41,,
11/15/2015,$4.20,-$0.42,-$2.13,,Deck the Halls,,$0.65,,
11/15/2015,$4.75,-$0.44,-$2.22,,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,,$1.09,,
11/15/2015,$3.85,-$0.41,-$2.22,,Bad Santa UNRATED,,$0.22,,
11/15/2015,$4.95,-$0.44,-$2.35,,Scrooged,,$1.16,,
11/15/2015,$4.50,-$0.43,-$2.22,,Bad Santa,,$0.85,,
11/15/2015,$12.00,-$0.65,-$2.22,,Doo Wop 51,,$8.13,,
11/17/2015,$3.75,-$0.41,-$2.13,,Hotel Rwanda,,$0.21,,
11/17/2015,$3.75,-$0.41,-$2.13,,Mystic River,,$0.21,,
11/17/2015,$6.00,-$0.47,-$2.22,,The Edge,,$2.31,,
11/17/2015,$6.25,-$0.48,-$2.13,,Radio City Christmas Spectacular,,$2.64,,
11/18/2015,$9.00,-$0.56,-$3.22,,NYPD Blue Season 1,,$4.22,,
11/18/2015,$3.95,-$0.41,-$2.22,,Christmas with the Kranks,,$0.32,,
11/18/2015,$4.40,-$0.43,-$2.22,,Fargo,,$0.75,,
11/18/2015,$3.95,-$0.41,-$2.22,,The Shawshank Redemption,,$0.32,,
11/18/2015,$6.25,-$0.48,-$2.22,,The Full Monty,,$2.55,,
11/18/2015,$3.95,-$0.41,-$2.13,,In Love and War,,$0.41,,
11/18/2015,$5.95,-$0.47,-$2.13,,Mixed Nuts,,$2.35,,
11/19/2015,$11.70,-$0.64,-$2.72,,"The Village
Devil's Advocate / Insomnia
Calendar Girls",,$7.34,,
11/19/2015,$3.95,-$0.41,-$2.22,,The Lost Boys,,$0.32,,
11/20/2015,$5.00,-$0.45,-$2.22,,Wet Hot American Summer,,$1.34,,
11/20/2015,$4.75,-$0.44,-$2.22,,The Longest Day,,$1.09,,
11/20/2015,$4.40,-$0.43,-$2.22,,The Big Lebowski,,$0.75,,
11/20/2015,,,,-$54.43,eBay Fees,,,,
11/22/2015,$15.00,-$0.74,-$2.72,,The Jetsons,,-$3.46,,
11/22/2015,$3.95,-$0.41,-$2.35,,The Running Man,,$0.19,,
11/23/2015,$5.50,-$0.46,-$2.42,,The Dead Zone,,$1.62,,
11/23/2015,$5.50,-$0.46,-$2.22,,Waiting for Guffman,,$1.82,,
11/23/2015,$3.95,-$0.41,-$2.22,,Smokin' Aces 2,,$0.32,,
11/23/2015,$4.95,-$0.44,-$2.35,,Raising Arizona,,$1.16,,
11/25/2015,$6.50,-$0.49,-$2.13,,Demolition Man / Over the Top,,$2.88,,
11/26/2015,$14.00,-$0.71,-$2.22,,Judy Garland: The Concert Years,,$10.07,,
11/26/2015,$6.50,-$0.49,-$2.22,,Mean Machine,,$2.79,,
11/27/2015,$3.75,-$0.41,-$2.22,,The Constant Gardener,,$0.12,,
11/28/2015,,,,-$5.00,Purchased DVDs,,,,
11/28/2015,$4.75,-$0.44,-$2.35,,The Shawshank Redemption,,$0.96,,
11/28/2015,$6.00,-$0.47,-$2.22,,War of the Roses,,$2.31,,
11/28/2015,$6.25,-$0.48,-$2.05,,Rhinestone,,$2.72,,
11/28/2015,$3.75,-$0.41,-$2.22,,K-Pax,,$0.12,,
11/29/2015,$4.00,-$0.42,-$2.22,,Dr. Strangelove,,$0.36,,
11/29/2015,$4.50,-$0.43,-$2.13,,The Cannonball Run,,$0.94,,
11/29/2015,$5.75,-$0.47,-$2.22,,Close Encounters of the Third Kind,,$2.06,,
12/1/2015,$5.50,-$0.46,-$2.42,,Darkman Trilogy,,$1.62,,
12/1/2015,$5.75,-$0.47,-$2.22,,The Adventures of Ford Fairlane,,$2.06,,
12/1/2015,$3.95,-$0.41,-$2.22,,Raging Bull,,$0.32,,
12/1/2015,$3.75,-$0.41,-$2.13,,Are We There Yet?,,$0.21,,
12/2/2015,$4.95,-$0.44,-$2.13,,Turner and Hooch,,$1.38,,
12/2/2015,$5.45,-$0.46,-$2.13,,A Chorus Line,,$1.86,,
12/2/2015,$4.95,-$0.44,-$2.13,,Strange Brew,,$1.38,,
12/2/2015,$5.50,-$0.46,-$2.13,,The Inkeepers,,$1.91,,
12/2/2015,$3.95,-$0.41,-$2.22,,The 6th Day,,$0.32,,
12/3/2015,$4.00,-$0.42,-$2.22,,Eddie Murphy: Delirious,,$0.36,,
12/3/2015,$4.00,-$0.42,-$2.22,,Brother Where Are Thou?,,$0.36,,
12/3/2015,$3.75,-$0.41,-$2.13,,Superhero Movie,,$0.21,,
12/4/2015,$3.95,-$0.41,-$2.13,,Red Eye,,$0.41,,
12/4/2015,$9.00,-$0.56,-$2.53,-$11.90,Night Court Season 2,,-$6.99,,
12/4/2015,$3.75,-$0.41,-$2.22,,Freaky Friday,,$0.12,,
12/5/2015,$5.00,-$0.45,,,The Grapes of Wrath,,$3.56,,
12/5/2015,$5.00,-$0.45,-$2.13,,Les Miserables (2014),,$1.43,,
12/5/2015,$4.95,-$0.44,-$2.22,,What About Bob?,,$1.29,,
12/5/2015,$3.95,-$0.41,-$2.22,,The American President,,$0.32,,
12/5/2015,,,,-$30.00,Purchased DVDs,,,,
12/6/2015,$3.85,-$0.41,-$2.13,,King's Ransom,,$0.31,,
12/6/2015,$7.00,-$0.50,-$2.13,,Christmas Vacation,,$3.37,,
12/6/2015,$3.95,-$0.41,-$2.22,,The Devil Wears Prada,,$0.32,,
12/6/2015,$4.95,-$0.44,-$2.22,,What About Bob?,,$1.29,,
12/6/2015,$3.90,-$0.41,-$2.53,,Walk Hard,,-$0.04,,
12/8/2015,$4.95,-$0.44,-$2.22,,Ghostbusters,,$1.29,,
12/9/2015,$14.00,-$0.71,-$2.71,-$12.19,Hill Street Blues Season 2,,-$2.61,,
12/9/2015,$4.70,-$0.44,-$2.22,,Hang 'em High,,$1.04,,
12/10/2015,$5.00,-$0.45,-$2.35,,The Consipirator,,$1.21,,
